title,show_id,type,director,cast,country,release_year,rating,duration,listed_in,description,platform
Mobile Suit Gundam: Iron-Blooded Orphans,s2783,TV Show,Sin Dato,"Kengo Kawanishi, Yoshimasa Hosoya, Natsuki Hanae, Yuuichirou Umehara, Yasuaki Takumi, Taishi Murata, Kouhei Amasaki, Mutsumi Tamura, Soma Saito, Yuka Terasaki, Hisako Kanemoto, Takahiro Sakurai, Masaya Matsukaze, Toru Okawa",Japan,2015,TV-MA,2,"Action, Adventure, Anime","There was once a great conflict known as the ""Calamity War."" Roughly 300 years have passed since the end of this war.The Earth Sphere had lost its previous governing structure, and a new world was created under new systems of government. While a temporary peace had arrived, the seeds of a new conflict were being sown in the Mars Sphere, far away from Earth.Our hero, a boy named Mikazuki Augus, belongs to a private security company called Chryse Guard Security (CGS). The company accepts a mission to escort Kudelia Aina Bernstein, a girl who seeks to liberate the Martian city of Chryse from the rule of one of Earth’s major powers. However, the military organization Gjallarhorn attacks CGS in order to nip this rebellion in the bud. CGS begins an evacuation, using Mikazuki and the other children as decoys.Orga Itsuka, the leader of the boys, decides to take this opportunity to rise up in revolt and launch a coup d’etat against the adults who have been oppressing them. He gives Mikazuki the task of repulsing Gjallarhorn, and Mikazuki enters battle using the Gundam Barbatos, a mobile suit from the Calamity War era which has been serving as CGS’s power source.",hulu
Hello World,s2784,TV Show,Sin Dato,,United States,2016,TV-G,1,Science & Technology,"Hello World invites the viewer to come on a journey. It's a journey that stretches across the globe to find the inventors, scientists and technologists shaping our future. Each episode explores a different country and uncovers the ways in which the local culture and surroundings have influenced their approach to technology. Join journalist and best-selling author Ashlee Vance on a quest to find the freshest, weirdest tech creations and the beautiful freaks behind them.",hulu
Smallville,s2785,TV Show,Sin Dato,,"United States, Canada",2001,TV-14,10,"Action, Adventure, Drama","After a meteor shower bursts from the heavens, raining destruction on the unsuspecting citizens of Smallville, years pass, and the healing process leaves the town's inhabitants with scars and secrets. From the ashes of tragedy, a popular yet awkward teen attempts to decipher the meaning of his life and his clouded past.",hulu
The Aliens,s2787,TV Show,Sin Dato,"Michael Socha, Michaela Coel, Jim Howick, Michael Smiley",United Kingdom,2016,TV-MA,1,"Comedy, Drama, International","Aliens have landed in the UK and are now unwanted immigrants living in a walled off section of town. Lewis is a border guard making sure Aliens and humans remain separate, but when he discovers that he's half alien, his whole world is turned on its head.",hulu
Blue Bloods en Español,s2788,TV Show,Sin Dato,,,2010,TV-14,6,"Drama, Latino",Blue Bloods es un drama sobre una familia multi-generacional de la policía dedicada a la ciudad de Nueva York la policía.,hulu
Community,s2789,TV Show,Sin Dato,"Joel McHale, Gillian Jacobs, Danny Pudi",United States,2009,TV-14,6,"Comedy, Sitcom","Disbarred lawyer Jeff Winger enrolls in a local community college. While there, he forms a study group who eventually learn more about themselves than their course work.",hulu
Elementary en Español,s2790,TV Show,Sin Dato,,,2012,TV-14,4,"Crime, Drama, Latino","ELEMENTARY es protagonizada por Jonny Lee Miller como el detective Sherlock Holmes y Lucy Liu como la Dra. Joan Watson, en un drama actual sobre una pareja de investigadores que resuelven los casos más extraordinarios del Departamento de Policía de Nueva York.",hulu
The Amazing Race,s2791,TV Show,Sin Dato,Phil Keoghan,United States,2001,TV-PG,29,"Action, Adventure, Family","From athletes and actors to tattoo artists, social workers and musicians - a diverse mix of teams will need to utilize their street smarts and savvy know-how to compete in the race of their lifetime. Multiple Emmy-award winner for Outstanding Reality-Competition Program.",hulu
Undercover Boss,s2792,TV Show,Sin Dato,,United States,2010,TV-PG,7,"Family, Reality","A two-time Emmy-nominated reality series that follows high-level corporate executives as they slip anonymously into the rank-and-file of their own companies. Each week, a different executive will leave the comfort of their corner office for an undercover mission to examine the inner workings of their corporation.",hulu
Silk,s2793,TV Show,Sin Dato,"Maxine Peake, Rupert Penry-Jones, Neil Stuke, Alex Jennings, Phil Davis, Frances Barber",United Kingdom,2011,TV-14,3,"Crime, Drama, International","Martha Costello is a brilliant, passionate defense barrister with a reputation for defending the poor and downtrodden. She is about to embark on the next step of her career and apply for the highly prestigious Queen's Counsel.",hulu
My Strange Addiction,s2794,TV Show,Sin Dato,,United States,2010,TV-PG,3,"Documentaries, Health & Wellness, Reality",My Strange Addiction delves into the human psyche exploring the odd things people will do to ease anxieties.,hulu
Married,s2795,TV Show,Sin Dato,,United States,2014,TV-MA,2,"Comedy, Sitcom","Married is a half hour comedy about being miserably in love. Russ (Nat Faxon) and Lina Bowman (Judy Greer) can barely remember what life was like before kids, debt, and suburbia rained on their romance – but every once in a while, in between the arguments about their declining sex life and who's driving carpool, they are reminded what drew them together in the first place – they're best friends. The show also features Russ and Lina's friend AJ (Brett Gelman), who is recently divorced and pretending he's over his wife, and their other friend Jess (Jenny Slate), who is married to a much older man who can't keep up with her.
Married was created by Andrew Gurland (The Virginity Hit, Mail Order Wife), who wrote and directed the pilot script and serves as Executive Producer/Showrunner, alongside Executive Producers Paul Young and Peter Principato. The series is produced by FX Productions.",hulu
Banished,s2796,TV Show,Sin Dato,,United Kingdom,2015,TV-MA,1,"Drama, History, International","In 1787 Britain banished its unwanted citizens to Sydney in Australia. They found it to be so barren and hostile that very few Englishmen wanted to set foot there. Somehow, in spite of famine, drought, escapes, hangings and floggings, the colony thrived.",hulu
Hunter x Hunter,s2797,TV Show,Sin Dato,,Japan,2011,TV-MA,2,"Action, Adventure, Anime","Gon is a young boy who dreams of following in his father’s footsteps to become a Hunter. But first he must pass the notoriously difficult and dangerous Hunter Qualification Exam. Throughout his journey, Gon overcomes many obstacles, while making new friends along the way!",hulu
Rosaline,s2798,TV Show,Sin Dato,,,2016,TV-Y7,1,"Cartoons, Kids, LGBTQ+","Incorporating LGBT themes, Rosaline tells the story of a fairytale adventure through the woods. On the way to find her sweetheart, Rosaline must stay true to herself while encountering a witch, a wolf, and even a fairy godmother. Narrated by Teri Polo.",hulu
The Musketeers,s2799,TV Show,Sin Dato,"Tom Burke, Santiago Cabrera, Howard Charles, Alexandra Dowling",United Kingdom,2014,TV-14,3,"Action, Adventure, Drama","Breathing new life into the classic novel by Alexandre Dumas, The Musketeers is packed with action, adventure and romance. Set on the streets of 17th-century Paris, where law and order is more an idea than reality, the series follows the horse riding, sword-wielding Musketeers Athos, Aramis and Porthos. Far more than King Louis XIII's personal bodyguards, they ultimately stand resolutely for social justice: for honor, for valor, for love and for the thrill of it.",hulu
Atlantis,s2800,TV Show,Sin Dato,"Jack Donnelly, Mark Addy, Robert Emms, Jemima Rooper",United Kingdom,2013,TV-PG,2,"Action, Adventure, Drama","Ancient Greek myths and legends are brought to life in this thrilling fantasy drama. Jason wakes up on the shores of a strange land. A wondrous place; a world of bull leaping, of snake haired Goddesses and vast palaces - this is the lost city of Atlantis.",hulu
Pride and Prejudice,s2801,TV Show,Sin Dato,,United Kingdom,1995,TV-14,1,"Classics, Drama, History","This is the definitive Pride and Prejudice starring Colin Firth and Jennifer Ehle. Witty Elizabeth Bennet charms smouldering, haughty Darcy against a backdrop of a picture postcard countryside, small-town assembly rooms and stately English homes.",hulu
Bakuman,s2802,TV Show,Sin Dato,,Japan,2010,TV-14,3,"Anime, Comedy, Drama","The creators of Death Note return with this inspiring tale about the power of dreams. Students Mashiro and Takagi aspire to become professional manga artists. As they team up to pursue their goal, the pair learns what it takes to make it in the manga industry, sharing laughs, tears, romance, the devastation of failure and the glory of success along the way.",hulu
Being Erica,s2803,TV Show,Sin Dato,"Erin Karplunk, Michael Riley, Tyron Leisto",Canada,2009,TV-14,4,"Comedy, Drama, International","After landing herself in the hospital, Erica enlists the help of a therapist who seems to know all about her. With the help of Dr. Tom, Erica is able to go back in time and change things in her past - so that her present life might turn out better.",hulu
Dead Boss,s2804,TV Show,Sin Dato,"Sharon Horgan, Jennifer Saunders",United Kingdom,2012,TV-14,1,"Comedy, Crime, International","When Helen Stephens is falsely imprisoned for the murder of her boss, she knows it's only a matter of time before this mistake will be sorted. Against a backdrop of life in Broadmarsh prison, Helen fights to prove her innocence by finding the real killer.",hulu
Epitafios,s2805,TV Show,Sin Dato,,,2005,TV-MA,2,"Crime, Drama, Latino",A former cop and his psychiatrist ex-lover must team up in the hunt for a serial killer who is linked to their past in this series.,hulu
In the Flesh,s2806,TV Show,Sin Dato,,United Kingdom,2013,TV-14,2,"Drama, Horror, International","A war breaks out as humans battle to rid the planet of brain eating Zombies. After the living win, scientists subdue the Zombies and release these Partially Deceased Syndrome (PDS) sufferers back into the community.",hulu
Jane Eyre (2006),s2807,TV Show,Sin Dato,,"United Kingdom, United States",2006,TV-PG,1,"Drama, History, International","The classic saga is brought vibrantly to life in this lavish and passionate adaptation of Charlotte Bronte's novel. After a wretched childhood as an orphan, Jane Eyre falls in love with the brooding Mr. Rochester and discovers the dark secrets of his past.",hulu
The Mighty Boosh,s2808,TV Show,Sin Dato,,United Kingdom,2004,TV-14,3,"Comedy, International","The Mighty Boosh is a multi-award-winning, bizarre comic fantasy with music, pop culture, animated sequences, puppets and special effects. The show follows Vince Noir and Howard Moon as they dream of a better life. These dreams are constantly frustrated by a string of wacky events and characters. A wild journey in the Artic Tundra and a run-in with a funky merman are just a few of the adventures that make Mighty Boosh unlike any show on television.",hulu
Uncle,s2809,TV Show,Sin Dato,"Nick Helm, Elliot Speller-Gillott, Daisy Haggard, Con O'Neill, Esther Smith, Daniel Lawrence Taylor, Sydney Rae White",United Kingdom,2012,TV-14,2,"Comedy, International, Sitcom","Andy is a depressive man-child who is made to look after his neurotic nephew, Errol, after family circumstances force them together. Not a natural with kids or responsibility, he tries to keep his nephew out of trouble while being knee deep in it himself.",hulu
